PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|CC_TYPE|STYLE|NO_LIVING_LEVELS|LOT_SIZE|ACRE|SQUARE_FEET|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|FEE_INTERVAL|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|COUNTY|STATE|ASSESSMENTS|TAXES|TAX_YEAR|HOA_FEE|UNIT_LEVEL|GARAGE_SPACES|GARAGE_PARKING|PARKING_SPACES|PARKING_FEATURE|NO_BATHS|FLOORING|CONSTRUCTION|EXTERIOR_UNIT_FEATURES|INTERIOR_FEATURES|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|NO_UNITS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"CC"|73291816|"TM328293"|"AN3337"|"NEW"|539000|"20"|"Taft Hill Park"|"13"|1|"008"|"02131"|"N"|"Experience the best of modern living in this nearly new 2-bedroom condo, perfectly situated just around the corner from the vibrant Roslindale Village. Thoughtfully designed with an open layout, this meticulously crafted home offers a spacious kitchen with a large island, ideal for cooking and casual gatherings. Sunlight pours through the expansive windows creating a bright, inviting living space. Enjoy your morning coffee or evening relaxation on the private deck, while the convenience of in-unit laundry and garage parking makes daily living a breeze. With minimal wasted space, every inch of this home is functional and stylish. Living here means being moments from local shops, restaurants, the bustling farmers market, and the commuter rail, making it a dream location for those who love the mix of city convenience and neighborhood charm!"|10|9/18/2024 2:34:00 PM|0|"N"||"A"|"H"|1|||790|"N"|4|2|1|0|"N"|"4"||"9,4"|||||||"4"||"9,O,U,51"|"4"||"V,9,4,P"|"4"||"V,9,4"|||||||"4"||"21,L"||||"4"|||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|0|1982.4|"2024"|314|4|1||0|"A,E,F"|"1f;0h"|"A"|"A"|"F"||1|"A,B"|1|"A"||"A"|"A"|"A,C,D,F,I,K,L"|13|"N"||"N"|||"N"||1|"N"|790||
"CC"|73291817|"CN221974"|"NB3534"|"NEW"|999000|"33"|"Hancock St"|"4"|1||"02114"|"N"|"Welcome to this charming 2-bedroom, 1-bathroom condo located in the historic Marble Houses of Beacon Hill. With 890 sq. ft. of beautifully updated space, this home offers modern comforts in a classic setting. The living room features 11-foot ceilings, skylights, a working fireplace, and custom built-ins, creating an inviting atmosphere. The rest of the condo boasts 10-foot ceilings, wood floors throughout, and ample storage with built-ins in both bedrooms and the living room. Recent upgrades include a stunning marble wrap-around fireplace, ceiling fans in the living room and bedrooms, and an expanded, well-maintained roof deck perfect for outdoor relaxation. The kitchen has been upgraded with elegant marble countertops and sink, and a new washer/dryer and cedar closet with custom shelving were installed in 2023. Located in a mostly owner-occupied 8-unit building, this residence offers the perfect blend of historic charm and modern upgrades. Don’t miss this opportunity to own this home."|29|9/19/2024 3:24:00 PM|0|"N"||"A"|"C"|1|890|0.02|890|"N"|3|2|1|0||"4"||"C,E,W,9,44"|"4"||"E,G,9,N,44"||||"4"||"L,33,25,44"|"4"||"G,V,W,9,N"|"4"||"G,V,W,9,N"|||||||"4"||"A,23,L"|||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|770500|8398|"2024"|374|4|0||0||"1f;0h"||"B"||||"C,I,M,N"||"B"||"A"|"A"|"A,C,D,F,I"|8|"N"|||||"N"|"For informational purposes only. All measurements to be verified by buyer and/or buyer agent."|0|"N"|890||
"CC"|73291824|"TM300562"|"BB5962"|"NEW"|529000|"520"|"Sumner St."|"2"|1|"019"|"02128"|"N"|"Step into this beautifully designed 2-bed, 1bath condo located in one of Eastie’s most desirable neighborhoods.  This 2nd floor unit offers contemporary elegance with a perfect blend of comfort and urban convenience. Boasting a bright, open floor plan, the spacious combination LR & DR are perfect for both entertaining and relaxation. The sleek, modern kitchen features stainless steel appliances, granite countertops, & ample cabinet space, making it a dream for any home chef. This impeccably maintained residence wows with hardwoods that cover the entire the condo, central AC & In unit Laundry.  Additional private storage in the basement and a shared private backyard are just a few of the many wonderful features this home has. All this plus being in convenient Jeffries Point, minutes from the Blue Line, waterfront parks, and an array of local dining and shopping options make 520 Sumner a perfect place to call home. Don’t miss this one!"|37|9/18/2024 2:38:00 PM|0|"N"||"A"|"I"|1|||874|"Y"|4|2|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|0|5728|"2024"|224.07|2|0||0|"D"|"1f;0h"|"A,C"|"A"|"D,P,5,12"|"D,G"|1|"A,I"|1|"A"|"H"|"A"|"A"|"A,B,C,D,F,I,J,K,L"|3|"N"|||||"N"||0|"N"|874||
"CC"|73291848|"TM326525"|"AN6192"|"NEW"|599000|"562"|"E 8Th Street"|"2"|1|"005"|"02127"|"N"|"Discover this beautifully maintained South Boston gem, featuring two bedrooms and one bathroom. This move-in ready home offers a spacious kitchen with modern stainless-steel appliances. The sunny and generous living room, highlighted by a charming bow window, creates a warm and inviting atmosphere. Additional perks include convenient laundry and private storage space in the basement. The bedrooms work perfectly for roommates or couples looking for a home office. In this desirable East Side location, you will enjoy easy access to public transportation with several bus routes (#11, #9, and #7) just steps away. A short stroll brings you to Carson beach, and nearby shops and restaurants on East Broadway enhance the appeal of this prime location. This property represents a fantastic opportunity for both first-time homebuyers and investors. Don’t let it pass you by!"|16|9/18/2024 2:58:00 PM|0|"N"||"A"|"H"|1|663|0.02|663|"Y"|4|2|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|504700|5501|"2024"|150|2|0||0||"1f;0h"|"A,C"|||||"C"|0|"B"||"A"|"A"||3|"N"||"N"|||"N"||0|"N"|663||
"CC"|73291883|"BB800383"|"M95383"|"NEW"|379000|"111"|"Perkins Street"|"281"|1|"007"|"02130"|"N"|"Wonderful 28th floor one bedroom with spectacular views and private balcony.  Designer touches throughout with generous living space and office area with lovely built ins.  Fully applianced kitchen and large bedroom accommodating a king sized bed.  Exceptional closet and storage space.  Jamaicaway Tower is a full service building in the heart of Jamaica Plain on the Emerald Necklace and Jamaica Pond.  A carefree lifestyle with doormen, on site management and maintenance and great recreational facilities including a heated seasonal pool, tennis/pickleball court and gym facilities.  This is a Coop which means that monthly fees include everything except garage parking, cable and electric.  Truly an active and interesting community.  A short commute to downtown Boston and Longwood Medical area.  Welcome home!"|17|9/18/2024 3:30:00 PM|0|"N"||"B"|"F"|1|||845|"N"|3|1|1|0|"N"|||||||||||||||||||||||||||||||"B"|||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|9999999|3444|"2024"|1607|28|1|"A,E,J"|0|"H"|"1f;0h"|"C,E"||"G"|"D"||"A,I,M,N,P"||"A,H,I,J"||"A"|"A"|"A,D,I"|288|"N"||||"N"|"N"||1|"N"|845||
"CC"|73291898|"TM332032"|"AN6521"|"NEW"|2350000|"86"|"Berkeley St"|"1"|1|"104"|"02116"|"U"|"Welcome home!  Enjoy urban luxury in this recently updated 2 bed 3 bath duplex.  Situated perfectly on the South End/Back Bay line you are just minutes from fabulous restaurants, cafés, retail hot spots and more.  This two story unit has a fantastic layout featuring a gorgeous chefs kitchen with top of the line appliances and quartz counters, beautifully tiled/finished bathrooms, sophisticated window treatments/plantations shutters, Restoration Hardware lighting throughout, in unit laundry, large customized closets, open concept entertainment space, built in surround sound, gas fireplace and an incredible oversized private blue stone patio and turf yard space."|14|9/18/2024 3:44:00 PM|0|"N"||"A"|"J"|2|||1840|"N"|5|2|3|0|"Y"|"1"||"C,K,44,47,50"|"1"||"K,44,47"||||"1"||"K,U,44,47,51,59,60,61"|"2"||"A,I,K,36,47"|"2"||"K,47"|||||||"2"||"19,3,47"|"2"||"21,L,47"|"2"|||||||||||||||||||||||||||"A"||||"1"||"19,L,47"|"Suffolk"|"MA"|2291000|21564|"2025"|401.25|1|0||0|"D,V"|"3f;0h"|"C,M"|"A,B"|"D,O,P,R,14"|"G,Q"|2|"B"|2|"A"||"A"|"A"|"B,C,F,H,I,K,L,Q,Y"|4|"N"||"N"|||"N"||0|"N"|1840||
"CC"|73291911|"BB953894"|"BB3820"|"NEW"|829000|"566"|"Commonwealth Avenue"|"602"|1||"02215"|"N"|"Welcome to 566 Commonwealth Ave (Unit 602) located in the heart of the vibrant Kenmore Square. This end unit boasts an open floor plan, floor to ceiling windows, spacious living room & dining area that provides for flexible layout & large private balcony. The updated galley kitchen has stone countertops and newer appliances. The primary suite has an updated bathroom as well as custom closets. There is a large second bedroom with custom closets w/adjacent BA. There is plenty of sunshine. living space, ample closet space, laundry in unit and deeded garage parking. The building's common areas are sophisticated & includes concierge, doorman, seasonal outdoor swimming pool/jacuzzi, elevators, garage parking & additional laundry facilities. Footsteps to multiple T-stops & bus routes, great restaurants, Fenway Park, MGM Music Hall, Landsdowne Street, Boston University, Northeastern, MIT, Back Bay, shopping, parks & highway."|26|9/18/2024 3:55:00 PM|0|"N"||"B"|"G"|1|||1255|"N"|5|2|2|0|"Y"|"1"||"11,41,44"|"1"||"44"||||"1"||"L,U,51"|"1"||"W"|"1"||"W"|||||||"1"||"21,L"|"1"||"19,L,U"|"1"|||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|0|0|"2024"|2124|6|1|"C,E,J"|1|"E"|"2f;0h"|||"G,O"||1|"B"|1|"A"||"A"|"A"|"A,I,K,L"|110|"N"||"N"|||"N"|"includes approx 107sq ft of private balcony"|2|"N"|1255||
"CC"|73291915|"BB904054"|"BB5984"|"NEW"|4750000|"110"|"Sudbury St"|"4104"|1|"106"|"02114"|"N"|"Boston’s Best Views! Corner 2-bed + study residence boasts unmatched coastline and harbor views stretching from Cape Ann to the downtown Boston skyline.  A dramatic Calacatta quartz-surround gas fireplace anchors the expansive open concept living room.  The custom Scavolini kitchen is appointed with Calacatta quartz counters and Gaggenau appliances including wine cooler and vented gas cooktop.  The Sudbury is a new hi-rise in the heart of downtown where the best of boutique and resort living come together with 55 luxury condos starting on the 36th fl. 25,000sf of state-of-the-art amenities include outdoor heated pool w/ cabanas, 4500sf fitness center open 24/7, yoga studio w/ onsite classes, golf and sports simulator, dog run/pet spa, sky lounge/deck, chef's kitchen/private dining room & more. Homeowner-exclusive amenities include a private lobby with 24/7 concierge, clubroom, & rooftop garden. 2 self-park direct-access garage spaces included. 99 Walk | 100 Transit"|41|9/18/2024 3:58:00 PM|0|"N"||"A"|"F"|1|||2275|"N"|5|2|2|1|"Y"|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|4103700|45166.74|"2025"|3210|41|2|"C,E"|0|"R"|"2f;1h"|"C,J,U"|"C"|"M"||4|"G"|4|"D"||"A"|"A"|"B,C,D,H,I,J,K,L,Q,Y"|55|"N"||"Y"|"F"||"N"||2|"N"|2275||
"CC"|73291916|"K9502176"|"AN3002"|"NEW"|479900|"352-R"|"Blue Hill Avenue"|"8"|1||"02121"|"N"|"Amazing opportunity to own this newer, bright and spacious upper-level condo, nestled in the heart of a vibrant community!  Built in 2009, this open concept living room/dining room combo is perfect for both relaxing and entertaining, featuring hardwood flooring throughout, providing plenty of natural light and space. The adjacent galley-style kitchen is efficiently designed with ample cabinet space and fully appliance. The unit also features a dedicated home office, ideal for remote work or study, and three spacious bedrooms, each offering abundant closet space for all your storage needs. Move in condition! Enjoy the convenience of in-unit laundry and parking. Just minutes to shopping, restaurants, several parks, major routes and highways, public transportation and so much more! Come see all this home has to offer!"|26|9/19/2024 4:12:00 PM|0|"N"||"A"|"D"|1|1203|0.03|1203|"N"|6|3|1|1|"N"|"1"|"16X11"|"V,K,27,44"|||||||"1"|"8X9"|"7,60"|"1"|"14X17"|"V,K,27"|"1"|"10X13"|"V,K,27"|"1"|"14X11"|"V,K,27"||||"1"|"6X9"|"A,23,7"|"1"|"6X5"|"B,7"|"1"|"6X6"|"7,40,57"|"OFC"|"1"|"12X10"|"K,27"|||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|470300|5126|"2024"|464|3|0||1|"A,F,N"|"1f;1h"|"D,M"|"B"|"5"|"D"|1|"C,I"|1|"B"|"D"|"A"|"A"|"A,C,F,I,K,L"|24|"N"||"N"|||"N"|"Measurements are approx."|1|"N"|1203||
"CC"|73291927|"TM339795"|"AN4181"|"NEW"|1495000|"240"|"Devonshire Street"|"4207"|1|"108"|"02110"|"N"|"3% Seller Paid commissions plus 1 Year HOA Fees Credit to Buyers - The Millennium Residences at Winthrop Center! 42nd floor 1 BR 1 BA home features expansive SE Views of the Blue Hills and Harbor with floor-to-ceiling glass walls.  Valet Rental Parking available.  Features include 10"" ceilings, Studio Becker cabinetry, Sub-Zero /Wolf induction appliances, wide oak floors, marble kitchen & bath counters. 5-star services with unparalleled residential amenities including stunning lobby & exclusive underground lower vehicle accessed lobby for weather-free arrival & departure. In addition, Winthrop Center offers 8 food & beverage opportunities, next-generation office club & unrivaled live/work amenities including: The 35th floor CLUB with expansive owner’s lounge; 2 sprawling outdoor terraces, screening room, bar, FLX fitness, & 75-foot indoor lap pool; THE COLLECTIVE live/work technologies, additional FLX Fitness; Club VIP (Very Important Pets), THE CONNECTOR and more!"|38|9/18/2024 4:13:00 PM|0|"N"||"A"|"F"|1|||781|"N"|3|1|1|0|"Y"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|999|999|"2023"|918|42|0||0||"1f;0h"|"A"|||||"A,B"||"A"||"A"|"A"||317|"N"||"Y"|"F"||"N"||0|"N"|781||
"CC"|73291929|"BB806029"|"BB5522"|"NEW"|1259000|"14"|"North Bennet St"|"1B"|1|"103"|"02113"|"N"|"COMPLETE & ready to  move in.  Introducing 14 N Bennet a collection of 6 luxury units in the heart of the N End with a 99-walking score. Immerse yourself in the perfect blend of contemporary luxury and historical charm within our professionally managed building. Each unit boasts spacious true 2-bed, 2+-bath layouts with high-end finishes, including radiant heat floors in bathrooms, custom cabinetry, Bosch stainless steel appliances, and quartz countertops. Located near Paul Revere Park, yet just steps from the bustling dining and shopping scene of Hanover Street, this property offers the best of urban living. Enjoy modern conveniences such as central air, Ecobee thermostats, in-unit laundry, Marvin windows, Butterfly entry management system / keyless entry and more. At this location everything you desire is within walking distance. Don't let this opportunity slip away! Secure your spot in this sought-after North End Community"|14|9/18/2024 4:14:00 PM|0|"N"||"A"|"G"|2|||1214|"N"|5|2|2|1|"Y"|"1"|||"1"||||||"1"|||"B"|||"B"|||||||||"B"|||"B"|||"B"|||||||||||||||||||||||||||||||"1"||"B"|"Suffolk"|"MA"|999999|99999|"2024"|419.04|1|0||1|"A,B"|"2f;1h"|"A,M,V"|"A,B"|"A"|"G"|1|"A"|1|"A"|"F"|"A"|"A"|"A,C,D,F,I,K,L,P,R,S,T,Y,5"|6|"N"||"N"|||"Y"|"Duplex unit"|1|"N"|632|582|
"CC"|73291932|"TM339795"|"AN4181"|"NEW"|3050000|"240"|"Devonshire Street"|"5009"|1|"108"|"02110"|"N"|"3% Seller Paid commissions plus 1 Year HOA Fees Credit to Buyers - The Millennium Residences at Winthrop Center! 50th floor 2 BR + Flex Room that's perfect as a home office/guest room with 2 BA Residence offers expansive Sunrise views to the Boston Harbor through floor-to-ceiling glass walls. Features include 10’ ceilings, Studio Becker cabinetry, Sub-Zero /Wolf induction appliances, wide oak floors, marble kitchen & bath counters. 5-star services with unparalleled residential amenities including stunning lobby & exclusive underground lower vehicle accessed lobby for weather-free arrival & departure. In addition, Winthrop Center offers 8 food & beverage opportunities, next-generation office club & unrivaled live/work amenities including: The 35th floor CLUB with expansive owner’s lounge; 2 sprawling outdoor terraces, screening room, bar, FLX fitness, & 75-foot indoor lap pool; THE COLLECTIVE live/work technologies; Club VIP (Very Important Pets), THE CONNECTOR & more!"|41|9/18/2024 4:17:00 PM|0|"N"||"A"|"F"|1|||1675|"N"|5|2|2|0|"Y"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|999|999|"2023"|2402|50|1||0||"2f;0h"|"A"|||||"A,B"||"A"||"A"|"A"||317|"Y"|"D"|"Y"|"F"||"N"||1|"N"|1675||
"CC"|73291948|"CN239509"|"AC1676"|"NEW"|649999|"54"|"Myrtle"|"10"|1|"102"|"02114"|"N"|"Attention all investors and first-time homebuyers! Don’t miss this charming top-floor 1-bedroom, 1-bathroom unit located on the highly sought-after Myrtle Street in Beacon Hill. This sun-filled unit boasts an open-concept layout, offering great natural light throughout. The kitchen features ample cabinet space, perfect for all your storage needs. The spacious bedroom offers generous closet space, and the beautifully renovated bathroom includes a relaxing tub. Enjoy the convenience of common laundry, private storage, and a shared roof deck with stunning city views. With easy access to everything Beacon Hill has to offer, this home is the perfect combination of comfort and location!"|17|9/18/2024 4:36:00 PM|0|"N"||"A"|"J"|1|||515|"Y"|3|1|1|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Suffolk"|"MA"|551400|6059.46|"2024"|242.65|4|0||0||"1f;0h"|||||1|"B,C,I"|1|"B"||"A"|"A"||16|"N"|||||"N"||0|"N"|515||
"CC"|73291967|"M8001530"|"AN4647"|"NEW"|829000|"85"|"Brainerd Road"|"310"|1|"010"|"02134"|"U"|"Location, Location! Welcome to Redstone Court on the Allston/Brookline line and  2-4 blocks from the Commonwealth Ave T stop/Green line and Harvard Street (that leads to Coolidge Corner). The open concept floor plan is perfect for entertaining. Bright kitchen w/ new stainless steel appliances, granite countertops, pantry closet & breakfast bar.  Pocket & French doors close off the office when desired. Private balcony off of primary BR.   Embrace added conveniences of in-unit laundry, one deeded garage parking space & a storage unit. Enjoy the Common Courtyard with grounds that include lawn, a seasonal swimming pool and a patio with additional seating. The Association boasts a 5th floor fitness room that connects to the common outdoor deck overlooking the Courtyard.  Building supported by a Smartphone intercom system, fob entry, security cameras, & on-site management.. Furnished photos of the unit are VIRTUALLY STAGED! Blinds remain in all windows. Sellers concessions considered."|42|9/18/2024 4:59:00 PM|0|"N"||"A"|"G"|1|||1050|"N"|4|2|2|0|"Y"|"3"|"12'6""X22'2"""|"V,9,4,X,27,42,44,63"|||||||"3"|"8'7""X10'4"""|"L,T,61,64"|"3"|"11'4""X16'8"""|"A,I,M,4,11,27,64"|"3"|"11'11X13'0"""|"I,M,4,64"|||||||||||||||"V,39,57"|"BTH"|"3"|"7'3""X5'3"""|"21,64"|"BTH"|"3"|"7'3""X5'3"""|"21,64"|"HMO"|"3"|"8'3""X11'10"|"V,9,4,T,X,63,76"|"OTH"||||||||||||"A"|||||||"Suffolk"|"MA"|517300|5639|"2024"|496.36|3|1|"A,C,E,I,J,L"|0|"E,F,V"|"2f;0h"|"A,C,E,J"|"B,C"|"7,D,G,P,14"|"D,N,T,W"||"A,B,G,L,N"||"A,D,G,I"||"A"|"A"|"A,C,D,F,I,J,K,L"|80|"N"||"N"||"N"|"N"||1|"N"|1050||
"CC"|73291970|"TM309563"|"AN6192"|"NEW"|499000|"32"|"Orleans Street"|"1"|1|"05L"|"02128"|"N"|"Ultra prime location for this New Construction project in Jeffries Point. Live only .1 miles to the Maverick T station with easy access to downtown / FiDi, Suffolk University and Logan Airport, this address is at the height of convenience. Unit #1 is a SECOND floor, loft / studio-style home with all the bells and whistles. The large open kitchen offers great storage space, full size appliances and a spacious breakfast bar. Relax outside in the fresh Fall air on your private deck with composite deck boards and wrought iron handrails. The designer bath is striking with backlit mirror, modern vanity and catchy hexagon tile shower surround. The living room is spacious and leaves lots of space for a King or Queen sized bed close to the bay windows. In-unit W/D and step in closet make this home a no-brainer for investment or owner occupancy. Close to Piers Park and Tall Ship Boston Oyster Bar! Interest rates have fallen; this is a great time to take advantage of the best pricing since 2020!"|9|9/18/2024 5:02:00 PM|0|"N"||"A"|"G"|1|||617|"N"|2|1|1|0|"N"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|999|999|"2024"|197.34|2|0||0||"1f;0h"|"M"||"C"||1|"B"|1|"A"||"A"|"A"|"A,C,D,F,I,J,K,L"|6|"N"||"N"||"N"|"N"|"Does not include the private rear deck."|0|"N"|617||
"CC"|73291979|"CT000430"|"AN6194"|"NEW"|1950000|"331"|"Shawmut Ave"|"1"|1|"104"|"02118"|"U"|"Enter into a perfect blend of modern luxury & classic charm in this stunning 3BD/2.5BA brownstone duplex in the heart of the South End. The first floor boasts a large chef’s kitchen showcasing a 6 burner Wolf gas range, custom cabinetry, quartz countertops, wine fridge & oversized island. The adjacent dining space & sitting room allow for an incredible amount of entertaining space. A grand living room with custom built-ins, gorgeous fireplace & soaring ceilings lead you out to your private enclosed garden patio, seamlessly extending your living area. On the top floor you will find your spacious primary suite with 2 custom closets, built-ins & beautiful fireplace. An updated en-suite with double vanity completes your private oasis. Two additional large bedrooms & updated full bath w/laundry completes this level of living. Close to all the wonderful shopping & dining the South End has the offer this is your chance to live in one of Boston’s most sought after neighborhoods!"|20|9/18/2024 5:26:00 PM|0|"N"||"A"|"J"|2|1698|0.04|1986|"N"|7|3|2|1|"Y"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|1792600|19539|"2024"|700|1|0||0|"D"|"2f;1h"|||"E"|||"I"||"A"||"A"|"A"|"A,C,D,F,I,J,K,L,Q"|4|"N"|||||"Y"||0|"U"|1636|350|
"CC"|73291980|"BB910372"|"AN6243"|"NEW"|550000|"1214"|"VFW Pkwy"|"37"|1|"009"|"02132"|"N"|"Discover this elegant, renovated condo that perfectly combines modern amenities with prime convenience. The kitchen is a standout, featuring high-end cabinets, sleek granite countertops, stainless steel appliances, and plenty of built-in storage. The spacious primary bedroom offers a luxurious master bath, complete with a walk-in tiled shower and generous closet space. Enjoy a cozy gas-burning fireplace in the living room, with sliders leading to a private balcony, perfect for relaxation. Hardwood floors, and the convenience of in-unit laundry adds to the appeal.The well-maintained complex has seen significant updates,this building was built new in 2018. Repaved parking lot, and brand new siding in 2023. Ample parking parking spots and private storage.Located in a prime area, you're within walking distance to Millennium Park, shops, restaurants, and public transportation, with easy access to major highways. Plus, pets are welcome! Don’t miss out on this exceptional opportunity."|19|9/18/2024 5:27:00 PM|0|"N"||"A"|"H"|1|1066|0.02|1066|"N"|4|2|2|0|"Y"|"3"||"C,11"|"3"||"K"||||"3"||"U"|"3"|||"3"|||||||||||||||"3"|||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|389400|4244|"2024"|511|3|0||1|"G"|"2f;0h"|"E,M"|"A"|"A"||1|"B"|1|"A"|"F"|"A"|"A"||60|"N"|||||"N"||1|"N"|1066||
"CC"|73291981|"CN208473"|"AN6192"|"NEW"|1500000|"32-34"|"Hancock"|"3B"|1|"102"|"02114"|"N"|"Timeless Beacon Hill charm with every modern comfort! Direct elevator access opens to a grand living room flooding with natural light featuring exposed brick, fireplace, 11 foot ceilings, double bow windows with shutters and window seats. From there, the floor plan flows into a formal dining area with a 2nd fireplace and recently renovated kitchen. The bedrooms are in the rear of the home past the warmly appointed guest bath. Primary bedroom with modern en suite bath, ample space for a king sized bed, and more. Rare Central AC, in home laundry, and hardwood floor throughout, professional management, and pet friendly association, and rare association owned parking lot in rear of building completes the package. First kitchen image is virtually rendered. Seller will complete the upgrade for buyer with a full price accepted offer. Welcome home!"|13|9/18/2024 5:27:00 PM|0|"N"||"A"|"J"|1|0|0|1100|"N"|5|2|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|1068800|8108.8|"2024"|592.33|3|0||1|"A,E,G"|"2f;0h"||||||"C"||"A"||"A"|"A"||17|"N"|||||"N"||1|"N"|1100||
"CC"|73292008|"NB111780"|"AN2383"|"NEW"|1245000|"238"|"W Canton"|"4"|1|"104"|"02118"|"N"|"Quintessential floor-through unit, one level above parlor, on West Canton w/glowing natural light, high ceilings, 2 decks & a parking space in the best location on the South End/Back Bay border! This rare find occupies the 2nd floor of the end brownstone on the Southwest corridor & enjoys three exposures of windows. Upon entering, you are greeted by a fresh white kitchen wrapped in honed black granite countertops w/ high-end stainless steel appliances, a generous prep island & historic exposed brick.The kitchen connects to the living & dining area which is lit by floor-to-ceiling windows & centered around a fireplace mantle. There is room to accommodate dining for 8 & multiple seating areas. The living areas are serviced by a guest half bath. The primary bedroom is nestled in the quiet rear of the home with a private deck bathed in sunlight, a full en-suite bathroom & two large closets.The second bedroom has abundant custom built-ins, a large closet & an unheard of second deck."|31|9/19/2024 9:11:00 PM|0|"N"||"A"|"B"|1|||890|"N"|5|2|1|1|"Y"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|961100|6923.22|"2025"|284.11|2|0||1|"F"|"1f;1h"|||"C"|||"13"||"V"||"A"|"A"|"A,C,D,F,I,J,K,L,Q"|10|"N"|||||"N"||1|"N"|890||
"CC"|73292009|"TM338036"|"AN2383"|"NEW"|1218000|"106"|"Marlborough Street"|"7"|1|"101"|"02116"|"N"|"Penthouse floor-thru on the '3rd block' of highly coveted Marlborough Street in Boston's historic Back Bay neighborhood, complete with direct elevator access, south facing windows, high ceilings with crown moldings and recessed lighting, large skylight and tremendous natural light thru-out, plus an enormous private roof deck with easy-access and panoramic views. Additional perks: in-unit laundry, central A/C, hardwood flooring, significant built-in shelving and custom cabinetry in both living room and kitchen. Offering spacious layout, ideal for entertaining indoors and outdoors with tranquil Back Bay city and park views. Showings by appointment only."|20|9/18/2024 6:07:00 PM|0|"N"||"A"|"C"|1|||920|"N"|4|1|1|0|"N"||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"A"|||||||"Suffolk"|"MA"|1024200|7617.9|"2024"|878.74|5|0||0||"1f;0h"|"M"||||2|"E"|1|"A"||"A"|"A"|"B,C,D,F,H,I,K,L"|7|"N"|||||"N"||0|"N"|920||
